real_id,virtual_id,timestamp,delta_time,behavior,initial_balance,activity_type,granted,amount,balance,initial_country,location,device,network,agent_type,is_fraud
16,16,2025-02-24 22:18:36,0 days 00:24:27,legitimate,83119.266,Pay Bills,True,-104.34774,83014.92,UK,UK,iPhone,Public WiFi,static,0
17,17,2025-02-25 05:24:48,0 days 02:35:10,legitimate,44407.355,Make Purchase,True,-169.6117,44237.742,USA,Japan,Android,Public WiFi,traveler,0
18,18,2025-02-25 01:23:12,0 days 00:03:25,legitimate,79251.375,Invest Money,True,-23.659895,79227.71,China,China,iPhone,Public WiFi,static,0
19,19,2025-02-25 02:19:02,0 days 02:31:29,legitimate,47979.47,Make Purchase,True,-736.0258,47243.445,Japan,Japan,iPhone,Corporate Network,traveler,0
20,20,2025-02-24 21:47:04,0 days 00:06:04,legitimate,69709.17,Make Purchase,True,-109.91785,69599.25,Japan,UK,Android,Home WiFi,static,0
21,21,2025-02-24 22:25:45,0 days 00:56:24,legitimate,79506.71,Pay Bills,True,-56.585022,79450.125,France,France,MacBook,Home WiFi,static,0
22,22,2025-02-24 18:23:45,0 days 00:11:38,card_skimming,15248.736,POS Purchase,True,-2422.9175,12825.819,Japan,Germany,Android,Public WiFi,static,1
23,23,2025-02-24 22:16:27,0 days 01:39:45,legitimate,81014.33,Invest Money,True,-98.56579,80915.76,Germany,Germany,iPhone,Mobile Network,static,0
24,24,2025-02-25 03:15:29,0 days 02:56:11,legitimate,18326.666,Transfer Funds,True,-162.46745,18164.2,France,France,Android,Home WiFi,static,0
25,25,2025-02-25 01:41:32,0 days 02:19:42,legitimate,37769.59,Review activityments,True,0.0,37769.59,USA,USA,Android,Public WiFi,traveler,0
27,27,2025-02-25 02:53:40,0 days 02:01:58,legitimate,63011.77,Deposit Funds,True,139.45547,63151.227,China,China,Windows Laptop,Corporate Network,static,0
28,28,2025-02-25 03:05:38,0 days 00:53:51,legitimate,74617.15,Transfer Funds,True,-199.43977,74417.7,USA,USA,iPad,Public WiFi,static,0
29,29,2025-02-25 04:06:40,0 days 02:30:27,legitimate,62672.773,Transfer Funds,True,-33.800446,62638.973,USA,USA,Windows Laptop,Mobile Network,traveler,0
30,1,2025-02-25 02:52:47,0 days 00:17:47,identity_theft,59371.094,Change Email,True,0.0,59371.094,USA,Singapore,iPhone,Corporate Network,static,1
31,31,2025-02-25 01:58:16,0 days 02:00:13,legitimate,22816.145,Pay Bills,True,-323.81448,22492.33,USA,USA,MacBook,Home WiFi,static,0
32,32,2025-02-24 23:59:48,0 days 01:10:37,legitimate,14128.16,Deposit Funds,True,257.04068,14385.201,France,Germany,MacBook,Home WiFi,traveler,0
33,33,2025-02-25 00:36:45,0 days 00:40:18,legitimate,74926.2,Deposit Funds,True,119.12929,75045.336,France,UK,Android,Public WiFi,traveler,0
34,34,2025-02-24 23:56:15,0 days 02:26:24,legitimate,24578.494,Make Purchase,True,-116.50192,24461.992,USA,USA,Android,Home WiFi,static,0
35,35,2025-02-25 02:10:27,0 days 01:40:07,legitimate,44315.086,Deposit Funds,True,285.8173,44600.902,France,France,Linux PC,Home WiFi,traveler,0
36,36,2025-02-24 23:55:16,0 days 02:54:20,legitimate,25558.443,Transfer Funds,True,-263.11188,25295.33,China,USA,iPhone,Home WiFi,traveler,0
37,37,2025-02-24 23:58:03,0 days 00:45:33,legitimate,47759.645,Apply for Credit Card,True,0.0,47759.645,UK,UK,iPhone,Public WiFi,traveler,0
38,38,2025-02-24 23:29:52,0 days 00:11:33,legitimate,49242.496,Apply for Credit Card,True,0.0,49242.496,China,China,Android,Home WiFi,static,0
39,39,2025-02-25 00:49:04,0 days 00:29:47,legitimate,95539.66,Pay Bills,True,-105.28706,95434.37,Japan,Japan,Linux PC,Mobile Network,static,0
0,0,2025-02-25 02:15:41,0 days 02:28:50,legitimate,18658.16,Transfer Funds,True,-35.9953,18622.166,China,France,Android,Home WiFi,traveler,0
1,1,2025-02-25 04:29:23,0 days 01:36:36,legitimate,59371.094,Apply for Loan,True,0.0,59371.094,USA,USA,Android,Corporate Network,static,0
2,2,2025-02-25 06:01:16,0 days 02:26:51,legitimate,48499.098,Pay Bills,True,-469.38187,48029.715,Japan,Japan,iPhone,Home WiFi,static,0
3,3,2025-02-25 01:21:32,0 days 00:02:27,legitimate,83839.67,Review activityments,True,0.0,83839.67,China,China,Android,Mobile Network,static,0
4,4,2025-02-25 02:30:35,0 days 01:57:17,legitimate,51046.93,Invest Money,True,-1894.4152,49152.51,Germany,Germany,iPhone,Public WiFi,static,0
5,5,2025-02-25 03:43:46,0 days 00:45:22,legitimate,60239.97,Make Purchase,True,-393.3542,59846.617,USA,USA,iPhone,Home WiFi,static,0
6,6,2025-02-25 05:17:47,0 days 02:26:07,legitimate,57952.812,Transfer Funds,True,-139.98598,57812.824,USA,USA,Android,Public WiFi,static,0
7,7,2025-02-25 06:49:53,0 days 02:35:45,legitimate,87214.68,Make Purchase,True,-97.35053,87117.336,Japan,Germany,Android,Mobile Network,traveler,0
8,8,2025-02-25 01:32:48,0 days 01:16:47,legitimate,66991.125,Pay Bills,True,-139.92929,66851.2,France,France,Android,Mobile Network,static,0
9,9,2025-02-25 03:34:48,0 days 02:36:55,legitimate,26973.865,Transfer Funds,True,-277.6732,26696.191,China,China,iPhone,Public WiFi,static,0
10,10,2025-02-25 01:58:08,0 days 00:16:27,legitimate,3631.3342,Close Account,True,0.0,3631.3342,China,China,MacBook,Mobile Network,static,0
11,11,2025-02-25 04:17:36,0 days 01:53:00,legitimate,72945.94,Review activityments,True,0.0,72945.94,UK,UK,Android,Mobile Network,static,0
12,12,2025-02-25 03:52:30,0 days 00:41:30,legitimate,60130.348,Make Purchase,True,-373.32907,59757.02,China,China,Android,Public WiFi,static,0
13,13,2025-02-25 03:16:55,0 days 02:02:23,legitimate,89166.445,Make Purchase,True,-433.55588,88732.89,Japan,Japan,Linux PC,Home WiFi,static,0
14,14,2025-02-25 04:15:30,0 days 00:27:00,legitimate,3340.9866,Make Purchase,True,-250.49214,3090.4944,Japan,USA,MacBook,Public WiFi,traveler,0
15,15,2025-02-25 00:45:35,0 days 02:55:06,legitimate,94779.98,Deposit Funds,True,445.502,95225.48,France,France,iPhone,Home WiFi,static,0
16,16,2025-02-25 00:26:50,0 days 02:08:14,legitimate,83014.92,Make Purchase,True,-57.617,82957.305,UK,UK,iPad,Mobile Network,static,0
17,17,2025-02-25 07:22:14,0 days 01:57:26,legitimate,44237.742,Make Purchase,True,-113.774704,44123.97,USA,Germany,Windows Laptop,Public WiFi,traveler,0
18,18,2025-02-25 02:56:29,0 days 01:33:17,legitimate,79227.71,Transfer Funds,True,-570.80646,78656.91,China,China,Android,Home WiFi,static,0
19,19,2025-02-25 04:11:22,0 days 01:52:20,legitimate,47243.445,Transfer Funds,True,-300.52786,46942.918,Japan,UK,Windows Laptop,Home WiFi,traveler,0
20,20,2025-02-25 00:04:21,0 days 02:17:17,legitimate,69599.25,Deposit Funds,True,1340.4128,70939.664,Japan,Japan,Android,Home WiFi,static,0
21,21,2025-02-25 01:14:46,0 days 02:49:01,legitimate,79450.125,Pay Bills,True,-89.591515,79360.53,France,France,Windows Laptop,Home WiFi,static,0
22,22,2025-02-24 18:26:52,0 days 00:03:07,card_skimming,12825.819,Online Purchase,False,-22973.707,12825.819,Japan,UK,iPhone,Public WiFi,static,1
23,23,2025-02-24 23:10:03,0 days 00:53:36,legitimate,80915.76,Review activityments,True,0.0,80915.76,Germany,France,Android,Home WiFi,static,0
24,24,2025-02-25 05:21:20,0 days 02:05:51,legitimate,18164.2,Make Purchase,True,-1314.2324,16849.967,France,UK,Android,Home WiFi,static,0
25,25,2025-02-25 02:54:49,0 days 01:13:17,legitimate,37769.59,Transfer Funds,True,-221.6893,37547.902,USA,Germany,Android,Public WiFi,traveler,0
27,27,2025-02-25 04:03:56,0 days 01:10:16,legitimate,63151.227,Deposit Funds,True,74.20309,63225.43,China,China,Android,Mobile Network,static,0
28,28,2025-02-25 05:31:35,0 days 02:25:57,legitimate,74417.7,Transfer Funds,True,-246.75732,74170.95,USA,USA,MacBook,Public WiFi,static,0
29,29,2025-02-25 06:54:37,0 days 02:47:57,legitimate,62638.973,Pay Bills,True,-214.98854,62423.984,USA,USA,Android,Public WiFi,traveler,0
30,1,2025-02-25 04:53:24,0 days 00:24:01,identity_theft,59371.094,Change Email,True,0.0,59371.094,USA,USA,Windows Laptop,Home WiFi,static,1
31,31,2025-02-25 02:01:21,0 days 00:03:05,legitimate,22492.33,Pay Bills,True,-151.39772,22340.934,USA,USA,MacBook,Home WiFi,static,0
32,32,2025-02-25 02:44:53,0 days 02:45:05,legitimate,14385.201,Deposit Funds,True,138.41443,14523.615,France,Japan,iPhone,Public WiFi,traveler,0
33,33,2025-02-25 01:07:28,0 days 00:30:43,legitimate,75045.336,Make Purchase,True,-209.45268,74835.88,France,USA,Windows Laptop,Home WiFi,traveler,0
34,34,2025-02-25 01:03:10,0 days 01:06:55,legitimate,24461.992,Pay Bills,True,-295.57928,24166.414,USA,USA,iPhone,Public WiFi,static,0
35,35,2025-02-25 03:27:13,0 days 01:16:46,legitimate,44600.902,Deposit Funds,True,35.758835,44636.66,France,Japan,Windows Laptop,Mobile Network,traveler,0
36,36,2025-02-25 01:21:24,0 days 01:26:08,legitimate,25295.33,Make Purchase,True,-264.60294,25030.729,China,France,Windows Laptop,Public WiFi,traveler,0
37,37,2025-02-25 00:22:49,0 days 00:24:46,legitimate,47759.645,Pay Bills,True,-198.29218,47561.355,UK,USA,MacBook,Home WiFi,traveler,0
38,38,2025-02-24 23:54:19,0 days 00:24:27,legitimate,49242.496,Review activityments,True,0.0,49242.496,China,China,Android,Corporate Network,static,0
39,39,2025-02-25 01:18:57,0 days 00:29:53,legitimate,95434.37,Make Purchase,True,-255.33205,95179.04,Japan,Japan,Android,Corporate Network,static,0
0,0,2025-02-25 03:28:43,0 days 01:13:02,legitimate,18622.166,Review activityments,True,0.0,18622.166,China,Japan,Android,Mobile Network,traveler,0
1,1,2025-02-25 05:30:12,0 days 00:36:48,legitimate,59371.094,Apply for Loan,True,0.0,59371.094,USA,USA,iPhone,Public WiFi,static,0
2,2,2025-02-25 08:36:55,0 days 02:35:39,legitimate,48029.715,Pay Bills,True,-236.92474,47792.79,Japan,Japan,iPhone,Mobile Network,static,0
3,3,2025-02-25 01:26:07,0 days 00:04:35,legitimate,83839.67,Deposit Funds,True,69.52869,83909.2,China,China,Android,Home WiFi,static,0
4,4,2025-02-25 03:53:14,0 days 01:22:39,legitimate,49152.51,Invest Money,True,-1752.2131,47400.3,Germany,Germany,Windows Laptop,Corporate Network,static,0
5,5,2025-02-25 06:28:16,0 days 02:44:30,legitimate,59846.617,Pay Bills,True,-338.66336,59507.953,USA,USA,Linux PC,Mobile Network,static,0
6,6,2025-02-25 06:59:33,0 days 01:41:46,legitimate,57812.824,Make Purchase,True,-20.972664,57791.85,USA,USA,Android,Public WiFi,static,0
7,7,2025-02-25 07:00:41,0 days 00:10:48,legitimate,87117.336,Make Purchase,True,-107.45864,87009.875,Japan,Japan,Windows Laptop,Corporate Network,traveler,0
8,8,2025-02-25 01:34:51,0 days 00:02:03,legitimate,66851.2,Pay Bills,True,-304.01785,66547.18,France,France,MacBook,Public WiFi,static,0
9,9,2025-02-25 05:02:06,0 days 01:27:18,legitimate,26696.191,Deposit Funds,True,99.110146,26795.3,China,China,Android,Public WiFi,static,0
11,11,2025-02-25 06:45:25,0 days 02:27:49,legitimate,72945.94,Make Purchase,True,-89.966064,72855.97,UK,UK,Android,Public WiFi,static,0
12,12,2025-02-25 05:52:03,0 days 01:59:33,legitimate,59757.02,Deposit Funds,True,171.63979,59928.66,China,China,Android,Mobile Network,static,0
13,13,2025-02-25 04:47:48,0 days 01:30:53,legitimate,88732.89,Pay Bills,True,-252.83734,88480.05,Japan,USA,Android,Home WiFi,static,0
14,14,2025-02-25 05:29:23,0 days 01:13:53,legitimate,3090.4944,Make Purchase,True,-69.30198,3021.1924,Japan,USA,iPhone,Home WiFi,traveler,0
15,15,2025-02-25 02:54:40,0 days 02:09:05,legitimate,95225.48,Make Purchase,True,-396.9774,94828.5,France,France,Linux PC,Public WiFi,static,0
16,16,2025-02-25 03:17:15,0 days 02:50:25,legitimate,82957.305,Make Purchase,True,-230.11385,82727.19,UK,France,Android,Mobile Network,static,0
17,17,2025-02-25 10:06:16,0 days 02:44:02,legitimate,44123.97,Pay Bills,True,-71.27735,44052.69,USA,Japan,Windows Laptop,Public WiFi,traveler,0
18,18,2025-02-25 04:24:48,0 days 01:28:19,legitimate,78656.91,Close Account,True,0.0,78656.91,China,China,Windows Laptop,Home WiFi,static,0
19,19,2025-02-25 05:52:45,0 days 01:41:23,legitimate,46942.918,Transfer Funds,True,-105.387085,46837.53,Japan,Japan,MacBook,Public WiFi,traveler,0
20,20,2025-02-25 01:18:43,0 days 01:14:22,legitimate,70939.664,Deposit Funds,True,92.75163,71032.42,Japan,UK,iPhone,Corporate Network,static,0
21,21,2025-02-25 02:33:38,0 days 01:18:52,legitimate,79360.53,Pay Bills,True,-68.64591,79291.88,France,France,Android,Public WiFi,static,0
22,22,2025-02-24 18:38:31,0 days 00:11:39,card_skimming,12825.819,Online Purchase,True,-2134.4167,10691.402,Japan,Switzerland,MacBook,Mobile Network,static,1
23,23,2025-02-25 01:36:27,0 days 02:26:24,legitimate,80915.76,Review activityments,True,0.0,80915.76,Germany,France,iPhone,Corporate Network,static,0
24,24,2025-02-25 06:34:27,0 days 01:13:07,legitimate,16849.967,Apply for Credit Card,True,0.0,16849.967,France,UK,MacBook,Mobile Network,static,0
25,25,2025-02-25 05:04:14,0 days 02:09:25,legitimate,37547.902,Pay Bills,True,-287.63232,37260.27,USA,Japan,Windows Laptop,Home WiFi,traveler,0
27,27,2025-02-25 04:23:25,0 days 00:19:29,legitimate,63225.43,Apply for Credit Card,True,0.0,63225.43,China,China,Windows Laptop,Mobile Network,static,0
28,28,2025-02-25 05:45:33,0 days 00:13:58,legitimate,74170.95,Deposit Funds,True,58.234512,74229.19,USA,USA,Android,Mobile Network,static,0
29,29,2025-02-25 08:55:03,0 days 02:00:26,legitimate,62423.984,Transfer Funds,True,-213.87076,62210.113,USA,Germany,iPhone,Public WiFi,traveler,0
30,1,2025-02-25 05:59:58,0 days 00:29:46,identity_theft,59371.094,Change Email,True,0.0,59371.094,USA,Germany,Windows Laptop,Home WiFi,static,1
31,31,2025-02-25 03:06:52,0 days 01:05:31,legitimate,22340.934,Pay Bills,True,-53.47786,22287.455,USA,USA,Android,Mobile Network,static,0
32,32,2025-02-25 02:57:59,0 days 00:13:06,legitimate,14523.615,Deposit Funds,True,54.429836,14578.045,France,France,iPhone,Home WiFi,traveler,0
33,33,2025-02-25 02:14:16,0 days 01:06:48,legitimate,74835.88,Make Purchase,True,-257.76822,74578.11,France,France,iPhone,Corporate Network,traveler,0
34,34,2025-02-25 03:29:42,0 days 02:26:32,legitimate,24166.414,Pay Bills,True,-218.26016,23948.152,USA,USA,MacBook,Corporate Network,static,0
35,35,2025-02-25 03:29:34,0 days 00:02:21,legitimate,44636.66,Make Purchase,True,-341.9362,44294.727,France,Germany,Android,Mobile Network,traveler,0
36,36,2025-02-25 01:56:46,0 days 00:35:22,legitimate,25030.729,Transfer Funds,True,-223.47249,24807.256,China,UK,Linux PC,Mobile Network,traveler,0
37,37,2025-02-25 01:23:47,0 days 01:00:58,legitimate,47561.355,Pay Bills,True,-80.711494,47480.64,UK,Germany,MacBook,Home WiFi,traveler,0
38,38,2025-02-25 02:41:18,0 days 02:46:59,legitimate,49242.496,Review activityments,True,0.0,49242.496,China,China,iPhone,Home WiFi,static,0
39,39,2025-02-25 01:56:28,0 days 00:37:31,legitimate,95179.04,Pay Bills,True,-184.06107,94994.98,Japan,Japan,iPhone,Home WiFi,static,0
0,0,2025-02-25 05:19:38,0 days 01:50:55,legitimate,18622.166,Review activityments,True,0.0,18622.166,China,USA,iPhone,Home WiFi,traveler,0
1,1,2025-02-25 06:04:01,0 days 00:04:03,legitimate,59371.094,Make Purchase,True,-42.209892,59328.883,USA,USA,Android,Mobile Network,static,0
2,2,2025-02-25 10:48:14,0 days 02:11:19,legitimate,47792.79,Pay Bills,True,-74.194725,47718.594,Japan,Japan,Android,Mobile Network,static,0
3,3,2025-02-25 02:27:15,0 days 01:01:08,legitimate,83909.2,Review activityments,True,0.0,83909.2,China,China,Android,Home WiFi,static,0
4,4,2025-02-25 05:53:52,0 days 02:00:38,legitimate,47400.3,Pay Bills,True,-98.027,47302.273,Germany,Germany,Android,Home WiFi,static,0
5,5,2025-02-25 09:07:57,0 days 02:39:41,legitimate,59507.953,Pay Bills,True,-216.33112,59291.62,USA,USA,iPhone,Home WiFi,static,0
6,6,2025-02-25 08:29:58,0 days 01:30:25,legitimate,57791.85,Transfer Funds,True,-104.47953,57687.375,USA,USA,Windows Laptop,Mobile Network,static,0
7,7,2025-02-25 08:55:50,0 days 01:55:09,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,Japan,Android,Public WiFi,traveler,0
8,8,2025-02-25 03:39:10,0 days 02:04:19,legitimate,66547.18,Pay Bills,True,-349.83652,66197.34,France,France,Windows Laptop,Corporate Network,static,0
9,9,2025-02-25 05:54:34,0 days 00:52:28,legitimate,26795.3,Pay Bills,True,-35.921734,26759.379,China,China,iPad,Mobile Network,static,0
11,11,2025-02-25 08:33:32,0 days 01:48:07,legitimate,72855.97,Make Purchase,True,-658.529,72197.445,UK,UK,iPhone,Corporate Network,static,0
12,12,2025-02-25 07:18:02,0 days 01:25:59,legitimate,59928.66,Make Purchase,True,-262.76572,59665.895,China,China,iPhone,Mobile Network,static,0
13,13,2025-02-25 06:07:49,0 days 01:20:01,legitimate,88480.05,Review activityments,True,0.0,88480.05,Japan,Japan,iPhone,Public WiFi,static,0
14,14,2025-02-25 06:34:36,0 days 01:05:13,legitimate,3021.1924,Make Purchase,True,-91.69025,2929.5022,Japan,UK,Android,Corporate Network,traveler,0
15,15,2025-02-25 05:38:39,0 days 02:43:59,legitimate,94828.5,Make Purchase,True,-35.03669,94793.47,France,France,Windows Laptop,Home WiFi,static,0
16,16,2025-02-25 05:06:54,0 days 01:49:39,legitimate,82727.19,Pay Bills,True,-466.73468,82260.45,UK,UK,Android,Corporate Network,static,0
17,17,2025-02-25 12:46:17,0 days 02:40:01,legitimate,44052.69,Transfer Funds,True,-359.60153,43693.09,USA,USA,MacBook,Public WiFi,traveler,0
19,19,2025-02-25 06:56:54,0 days 01:04:09,legitimate,46837.53,Transfer Funds,True,-155.84698,46681.684,Japan,USA,iPhone,Home WiFi,traveler,0
20,20,2025-02-25 02:35:31,0 days 01:16:48,legitimate,71032.42,Deposit Funds,True,560.67584,71593.09,Japan,UK,Android,Public WiFi,static,0
21,21,2025-02-25 03:25:33,0 days 00:51:55,legitimate,79291.88,Pay Bills,True,-46.412907,79245.47,France,France,Android,Mobile Network,static,0
22,22,2025-02-24 18:51:54,0 days 00:13:23,card_skimming,10691.402,POS Purchase,True,-418.70654,10272.696,Japan,Switzerland,MacBook,Corporate Network,static,1
23,23,2025-02-25 03:49:47,0 days 02:13:20,legitimate,80915.76,Review activityments,True,0.0,80915.76,Germany,France,Android,Home WiFi,static,0
24,24,2025-02-25 07:01:09,0 days 00:26:42,legitimate,16849.967,Apply for Credit Card,True,0.0,16849.967,France,France,iPhone,Home WiFi,static,0
25,25,2025-02-25 05:26:29,0 days 00:22:15,legitimate,37260.27,Pay Bills,True,-191.46275,37068.805,USA,USA,iPhone,Public WiFi,traveler,0
27,27,2025-02-25 05:10:07,0 days 00:46:42,legitimate,63225.43,Make Purchase,True,-131.78021,63093.65,China,USA,iPhone,Public WiFi,static,0
28,28,2025-02-25 06:14:49,0 days 00:29:16,legitimate,74229.19,Pay Bills,True,-129.72539,74099.46,USA,USA,Windows Laptop,Mobile Network,static,0
29,29,2025-02-25 10:23:02,0 days 01:27:59,legitimate,62210.113,Make Purchase,True,-1208.0654,61002.047,USA,Japan,Windows Laptop,Public WiFi,traveler,0
30,1,2025-02-25 06:11:07,0 days 00:07:06,identity_theft,59328.883,Change Phone,True,0.0,59328.883,USA,Switzerland,Linux PC,Home WiFi,static,1
31,31,2025-02-25 05:12:47,0 days 02:05:55,legitimate,22287.455,Pay Bills,True,-45.790386,22241.664,USA,USA,Windows Laptop,Public WiFi,static,0
32,32,2025-02-25 03:57:41,0 days 00:59:42,legitimate,14578.045,Make Purchase,True,-42.619263,14535.426,France,France,iPhone,Home WiFi,traveler,0
33,33,2025-02-25 02:46:07,0 days 00:31:51,legitimate,74578.11,Deposit Funds,True,320.56616,74898.68,France,Japan,iPhone,Public WiFi,traveler,0
34,34,2025-02-25 05:40:39,0 days 02:10:57,legitimate,23948.152,Deposit Funds,True,266.75854,24214.912,USA,USA,Android,Public WiFi,static,0
35,35,2025-02-25 05:03:19,0 days 01:33:45,legitimate,44294.727,Make Purchase,True,-258.5342,44036.19,France,USA,iPhone,Public WiFi,traveler,0
36,36,2025-02-25 02:49:35,0 days 00:52:49,legitimate,24807.256,Make Purchase,True,-231.03885,24576.217,China,Germany,Android,Public WiFi,traveler,0
37,37,2025-02-25 03:11:46,0 days 01:47:59,legitimate,47480.64,Make Purchase,True,-262.48456,47218.156,UK,USA,iPhone,Home WiFi,traveler,0
38,38,2025-02-25 04:44:19,0 days 02:03:01,legitimate,49242.496,Pay Bills,True,-6543.5654,42698.93,China,China,iPhone,Home WiFi,static,0
39,39,2025-02-25 02:29:05,0 days 00:32:37,legitimate,94994.98,Pay Bills,True,-38.47855,94956.5,Japan,Japan,iPhone,Public WiFi,static,0
0,0,2025-02-25 08:18:47,0 days 02:59:09,legitimate,18622.166,Review activityments,True,0.0,18622.166,China,Germany,Android,Home WiFi,traveler,0
1,1,2025-02-25 06:31:04,0 days 00:19:57,legitimate,59328.883,Pay Bills,True,-109.533966,59219.348,USA,USA,Android,Public WiFi,static,0
2,2,2025-02-25 12:13:32,0 days 01:25:18,legitimate,47718.594,Make Purchase,True,-150.4783,47568.117,Japan,Japan,iPhone,Corporate Network,static,0
3,3,2025-02-25 04:02:51,0 days 01:35:36,legitimate,83909.2,Review activityments,True,0.0,83909.2,China,China,Windows Laptop,Mobile Network,static,0
4,4,2025-02-25 06:53:25,0 days 00:59:33,legitimate,47302.273,Pay Bills,True,-328.7268,46973.547,Germany,Germany,Windows Laptop,Corporate Network,static,0
5,5,2025-02-25 10:15:09,0 days 01:07:12,legitimate,59291.62,Pay Bills,True,-47.9287,59243.69,USA,USA,iPhone,Home WiFi,static,0
6,6,2025-02-25 10:30:19,0 days 02:00:21,legitimate,57687.375,Make Purchase,True,-562.175,57125.2,USA,USA,Windows Laptop,Public WiFi,static,0
7,7,2025-02-25 10:38:29,0 days 01:42:39,legitimate,87009.875,Apply for Loan,True,0.0,87009.875,Japan,Japan,Android,Public WiFi,traveler,0
8,8,2025-02-25 03:49:04,0 days 00:09:54,legitimate,66197.34,Pay Bills,True,-86.28701,66111.055,France,France,Windows Laptop,Home WiFi,static,0
9,9,2025-02-25 06:35:05,0 days 00:40:31,legitimate,26759.379,Pay Bills,True,-189.59117,26569.79,China,China,Android,Home WiFi,static,0
11,11,2025-02-25 08:51:39,0 days 00:18:07,legitimate,72197.445,Make Purchase,True,-457.6646,71739.78,UK,UK,MacBook,Corporate Network,static,0
12,12,2025-02-25 10:10:24,0 days 02:52:22,legitimate,59665.895,Make Purchase,True,-227.2913,59438.6,China,China,Windows Laptop,Home WiFi,static,0
13,13,2025-02-25 07:58:12,0 days 01:50:23,legitimate,88480.05,Review activityments,True,0.0,88480.05,Japan,Japan,iPhone,Home WiFi,static,0
14,14,2025-02-25 08:58:43,0 days 02:24:07,legitimate,2929.5022,Deposit Funds,True,60.99418,2990.4963,Japan,France,Windows Laptop,Home WiFi,traveler,0
15,15,2025-02-25 06:43:39,0 days 01:05:00,legitimate,94793.47,Make Purchase,True,-55.618057,94737.84,France,France,Windows Laptop,Public WiFi,static,0
16,16,2025-02-25 06:44:30,0 days 01:37:36,legitimate,82260.45,Make Purchase,True,-171.81915,82088.63,UK,France,Android,Public WiFi,static,0
17,17,2025-02-25 14:34:16,0 days 01:47:59,legitimate,43693.09,Transfer Funds,True,-293.8644,43399.223,USA,UK,iPhone,Public WiFi,traveler,0
19,19,2025-02-25 09:42:06,0 days 02:45:12,legitimate,46681.684,Make Purchase,True,-117.81975,46563.863,Japan,Japan,iPhone,Home WiFi,traveler,0
20,20,2025-02-25 04:11:55,0 days 01:36:24,legitimate,71593.09,Transfer Funds,True,-77.53446,71515.56,Japan,Japan,Android,Public WiFi,static,0
21,21,2025-02-25 05:45:35,0 days 02:20:02,legitimate,79245.47,Pay Bills,True,-184.17159,79061.3,France,France,Windows Laptop,Public WiFi,static,0
22,22,2025-02-24 18:59:49,0 days 00:07:55,card_skimming,10272.696,Balance Check,True,0.0,10272.696,Japan,USA,iPhone,Home WiFi,static,1
23,23,2025-02-25 04:38:49,0 days 00:49:02,legitimate,80915.76,Transfer Funds,True,-21.983559,80893.77,Germany,Germany,iPhone,Home WiFi,static,0
24,24,2025-02-25 09:48:59,0 days 02:47:50,legitimate,16849.967,Make Purchase,True,-210.6095,16639.357,France,France,Windows Laptop,Home WiFi,static,0
25,25,2025-02-25 07:20:48,0 days 01:54:19,legitimate,37068.805,Transfer Funds,True,-210.90044,36857.906,USA,Germany,Android,Public WiFi,traveler,0
27,27,2025-02-25 06:50:17,0 days 01:40:10,legitimate,63093.65,Make Purchase,True,-130.23444,62963.414,China,USA,Windows Laptop,Corporate Network,static,0
28,28,2025-02-25 07:01:49,0 days 00:47:00,legitimate,74099.46,Pay Bills,True,-300.95804,73798.5,USA,USA,Linux PC,Public WiFi,static,0
29,29,2025-02-25 10:46:47,0 days 00:23:45,legitimate,61002.047,Make Purchase,True,-48.137535,60953.91,USA,France,MacBook,Corporate Network,traveler,0
30,1,2025-02-25 06:37:48,0 days 00:06:44,identity_theft,59219.348,Change Email,True,0.0,59219.348,USA,France,MacBook,Home WiFi,static,1
31,31,2025-02-25 07:25:43,0 days 02:12:56,legitimate,22241.664,Deposit Funds,True,246.37404,22488.04,USA,USA,MacBook,Home WiFi,static,0
32,32,2025-02-25 05:45:27,0 days 01:47:46,legitimate,14535.426,Pay Bills,True,-120.26301,14415.163,France,France,MacBook,Mobile Network,traveler,0
33,33,2025-02-25 04:14:40,0 days 01:28:33,legitimate,74898.68,Deposit Funds,True,154.03664,75052.71,France,France,Android,Public WiFi,traveler,0
34,34,2025-02-25 08:29:32,0 days 02:48:53,legitimate,24214.912,Deposit Funds,True,69.280876,24284.193,USA,USA,iPhone,Home WiFi,static,0
35,35,2025-02-25 07:58:58,0 days 02:55:39,legitimate,44036.19,Make Purchase,True,-63.660446,43972.53,France,France,iPad,Public WiFi,traveler,0
36,36,2025-02-25 03:00:36,0 days 00:11:01,legitimate,24576.217,Pay Bills,True,-83.653885,24492.562,China,USA,iPhone,Public WiFi,traveler,0
37,37,2025-02-25 03:42:52,0 days 00:31:06,legitimate,47218.156,Pay Bills,True,-66.9432,47151.215,UK,France,iPhone,Home WiFi,traveler,0
38,38,2025-02-25 06:50:14,0 days 02:05:55,legitimate,42698.93,Apply for Credit Card,True,0.0,42698.93,China,China,Android,Mobile Network,static,0
39,39,2025-02-25 04:54:50,0 days 02:25:45,legitimate,94956.5,Pay Bills,True,-24.519041,94931.98,Japan,France,Windows Laptop,Mobile Network,static,0
0,0,2025-02-25 10:05:08,0 days 01:46:21,legitimate,18622.166,Transfer Funds,True,-78.345184,18543.82,China,UK,MacBook,Home WiFi,traveler,0
